type,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
1,4,46,98,651,00651.csv,0.8043530426934855,0.07975420184823584,0.21314480205732725
0,24,46,99,652,00652.csv,0.8043530426934855,0.07640595565093332,0.19083928986231802
-1,4,46,100,653,00653.csv,0.8016657855333899,0.07640595565093332,0.19083928986231802
1,4,46,101,654,00654.csv,0.8016657855333899,0.07640595565093332,0.19083928986231802
-1,4,46,102,655,00655.csv,0.7992583241518567,0.07640595565093332,0.19083928986231802
1,4,46,103,656,00656.csv,0.7992583241518567,0.07640595565093332,0.19083928986231802
-1,4,46,104,657,00657.csv,0.7909194739514203,0.07640595565093332,0.19083928986231802
1,4,46,105,658,00658.csv,0.7909194739514203,0.07640595565093332,0.19083928986231802
-1,4,46,106,659,00659.csv,0.7865384335835702,0.07640595565093332,0.19083928986231802
1,4,46,107,660,00660.csv,0.7865384335835702,0.07640595565093332,0.19083928986231802
-1,4,46,108,661,00661.csv,0.7839348536251598,0.07640595565093332,0.19083928986231802
0,24,46,109,662,00662.csv,0.7839348536251598,0.08013550665455331,0.21026873313177602
1,4,46,110,663,00663.csv,0.7839348536251598,0.08013550665455331,0.21026873313177602
0,24,46,111,664,00664.csv,0.7839348536251598,0.07790307942526967,0.19288678796819547
-1,4,46,112,665,00665.csv,0.7789586460924296,0.07790307942526967,0.19288678796819547
1,4,46,113,666,00666.csv,0.7789586460924296,0.07790307942526967,0.19288678796819547
-1,4,46,114,667,00667.csv,0.7744985849844574,0.07790307942526967,0.19288678796819547
1,4,46,115,668,00668.csv,0.7744985849844574,0.07790307942526967,0.19288678796819547
-1,4,46,116,669,00669.csv,0.7736776624057833,0.07790307942526967,0.19288678796819547
1,4,46,117,670,00670.csv,0.7736776624057833,0.07790307942526967,0.19288678796819547
-1,4,46,118,671,00671.csv,0.7691473966324474,0.07790307942526967,0.19288678796819547
1,4,46,119,672,00672.csv,0.7691473966324474,0.07790307942526967,0.19288678796819547
-1,4,46,120,673,00673.csv,0.7654591357471119,0.07790307942526967,0.19288678796819547
0,24,46,121,674,00674.csv,0.7654591357471119,0.08108425435983299,0.2087282179436173
1,4,46,122,675,00675.csv,0.7654591357471119,0.08108425435983299,0.2087282179436173
0,24,46,123,676,00676.csv,0.7654591357471119,0.07877460197727698,0.18720679595897693
-1,4,46,124,677,00677.csv,0.7656008110769658,0.07877460197727698,0.18720679595897693
1,4,46,125,678,00678.csv,0.7656008110769658,0.07877460197727698,0.18720679595897693
-1,4,46,126,679,00679.csv,0.7584409917419125,0.07877460197727698,0.18720679595897693
1,4,46,127,680,00680.csv,0.7584409917419125,0.07877460197727698,0.18720679595897693
-1,4,46,128,681,00681.csv,0.7599157584362547,0.07877460197727698,0.18720679595897693
1,4,46,129,682,00682.csv,0.7599157584362547,0.07877460197727698,0.18720679595897693
-1,4,46,130,683,00683.csv,0.7531651111532003,0.07877460197727698,0.18720679595897693
1,4,46,131,684,00684.csv,0.7531651111532003,0.07877460197727698,0.18720679595897693
-1,4,46,132,685,00685.csv,0.0,0.07877460197727698,0.18720679595897693
0,24,46,133,686,00686.csv,0.0,0.08217078317278714,0.21113465724862424
1,4,46,134,687,00687.csv,0.0,0.08217078317278714,0.21113465724862424
0,24,46,135,688,00688.csv,0.0,0.07818743019476582,0.19286227478447227
-1,4,46,136,689,00689.csv,0.7948546771702686,0.07818743019476582,0.19286227478447227
0,24,46,137,690,00690.csv,0.7948546771702686,0.08189786607633365,0.20717884920383278
1,4,46,138,691,00691.csv,0.7948546771702686,0.08189786607633365,0.20717884920383278
0,24,46,139,692,00692.csv,0.7948546771702686,0.07778802725330988,0.17954053584451393
-1,4,46,140,693,00693.csv,0.7938721274367581,0.07778802725330988,0.17954053584451393
1,4,46,141,694,00694.csv,0.7938721274367581,0.07778802725330988,0.17954053584451393
-1,4,46,142,695,00695.csv,0.787149627442005,0.07778802725330988,0.17954053584451393
1,4,46,143,696,00696.csv,0.787149627442005,0.07778802725330988,0.17954053584451393
-1,4,46,144,697,00697.csv,0.780374424542706,0.07778802725330988,0.17954053584451393
1,4,46,145,698,00698.csv,0.780374424542706,0.07778802725330988,0.17954053584451393
-1,4,46,146,699,00699.csv,0.7722049422616448,0.07778802725330988,0.17954053584451393
1,4,46,147,700,00700.csv,0.7722049422616448,0.07778802725330988,0.17954053584451393
-1,4,46,148,701,00701.csv,0.7671204092709716,0.07778802725330988,0.17954053584451393
0,24,46,149,702,00702.csv,0.7671204092709716,0.08096301228338348,0.21058758469166636
1,4,46,150,703,00703.csv,0.7671204092709716,0.08096301228338348,0.21058758469166636
0,24,46,151,704,00704.csv,0.7671204092709716,0.07913420811924506,0.19003787715755321
-1,4,46,152,705,00705.csv,0.7702002128944787,0.07913420811924506,0.19003787715755321
0,24,46,153,706,00706.csv,0.7702002128944787,0.08276575107762786,0.21398368974336124
1,4,46,154,707,00707.csv,0.7702002128944787,0.08276575107762786,0.21398368974336124
0,24,46,155,708,00708.csv,0.7702002128944787,0.07774930769758934,0.18845461650665687
-1,4,46,156,709,00709.csv,0.7752669438840557,0.07774930769758934,0.18845461650665687
1,4,46,157,710,00710.csv,0.7752669438840557,0.07774930769758934,0.18845461650665687
-1,4,46,158,711,00711.csv,0.7684128163630984,0.07774930769758934,0.18845461650665687
1,4,46,159,712,00712.csv,0.7684128163630984,0.07774930769758934,0.18845461650665687
-1,4,46,160,713,00713.csv,0.7613115218007926,0.07774930769758934,0.18845461650665687
1,4,46,161,714,00714.csv,0.7613115218007926,0.07774930769758934,0.18845461650665687
-1,4,46,162,715,00715.csv,0.7585782842951596,0.07774930769758934,0.18845461650665687
1,4,46,163,716,00716.csv,0.7585782842951596,0.07774930769758934,0.18845461650665687
-1,4,46,164,717,00717.csv,0.0,0.07774930769758934,0.18845461650665687
0,24,46,165,718,00718.csv,0.0,0.08017500385620797,0.20083206241057738
1,4,46,166,719,00719.csv,0.0,0.08017500385620797,0.20083206241057738
0,24,46,167,720,00720.csv,0.0,0.07926887126752075,0.19701796106893
-1,4,46,168,721,00721.csv,0.812300293155821,0.07926887126752075,0.19701796106893
0,24,46,169,722,00722.csv,0.812300293155821,0.08256894358718238,0.2046594776048692
1,4,46,170,723,00723.csv,0.812300293155821,0.08256894358718238,0.2046594776048692
0,24,46,171,724,00724.csv,0.812300293155821,0.07930276310874948,0.1747755383612124
-1,4,46,172,725,00725.csv,0.7907480796784546,0.07930276310874948,0.1747755383612124
1,4,46,173,726,00726.csv,0.7907480796784546,0.07930276310874948,0.1747755383612124
-1,4,46,174,727,00727.csv,0.7844487009429472,0.07930276310874948,0.1747755383612124
1,4,46,175,728,00728.csv,0.7844487009429472,0.07930276310874948,0.1747755383612124
-1,4,46,176,729,00729.csv,0.7768622938031278,0.07930276310874948,0.1747755383612124
1,4,46,177,730,00730.csv,0.7768622938031278,0.07930276310874948,0.1747755383612124
-1,4,46,178,731,00731.csv,0.7680427589956151,0.07930276310874948,0.1747755383612124
1,4,46,179,732,00732.csv,0.7680427589956151,0.07930276310874948,0.1747755383612124
-1,4,46,180,733,00733.csv,0.7672356354267171,0.07930276310874948,0.1747755383612124
0,24,46,181,734,00734.csv,0.7672356354267171,0.08211098669488175,0.21213724039036636
1,4,46,182,735,00735.csv,0.7672356354267171,0.08211098669488175,0.21213724039036636
0,24,46,183,736,00736.csv,0.7672356354267171,0.07773092900235268,0.19182848251076612
1,22,43,0,737,00737.csv,0.7672356354267171,0.07773092900235268,0.19182848251076612
0,24,43,1,738,00738.csv,0.7672356354267171,0.06722287349875328,0.10679457807976449
-1,22,43,2,739,00739.csv,0.9983434705588011,0.06722287349875328,0.10679457807976449
1,22,43,3,740,00740.csv,0.9983434705588011,0.06722287349875328,0.10679457807976449
-1,22,43,4,741,00741.csv,0.9916090043543313,0.06722287349875328,0.10679457807976449
1,22,43,5,742,00742.csv,0.9916090043543313,0.06722287349875328,0.10679457807976449
-1,22,43,6,743,00743.csv,0.9863728478088643,0.06722287349875328,0.10679457807976449
1,22,43,7,744,00744.csv,0.9863728478088643,0.06722287349875328,0.10679457807976449
-1,22,43,8,745,00745.csv,0.9853081730151669,0.06722287349875328,0.10679457807976449
1,22,43,9,746,00746.csv,0.9853081730151669,0.06722287349875328,0.10679457807976449
-1,22,43,10,747,00747.csv,0.9818600422233767,0.06722287349875328,0.10679457807976449
0,24,43,11,748,00748.csv,0.9818600422233767,0.06200935572251372,0.10306170699332927
1,22,43,12,749,00749.csv,0.9818600422233767,0.06200935572251372,0.10306170699332927
0,24,43,13,750,00750.csv,0.9818600422233767,0.05871634010699156,0.0994851344251272
-1,22,43,14,751,00751.csv,0.0,0.05871634010699156,0.0994851344251272
1,22,43,15,752,00752.csv,0.0,0.05871634010699156,0.0994851344251272
-1,22,43,16,753,00753.csv,0.9787748386929667,0.05871634010699156,0.0994851344251272
1,22,43,17,754,00754.csv,0.9787748386929667,0.05871634010699156,0.0994851344251272
-1,22,43,18,755,00755.csv,0.9748020024020031,0.05871634010699156,0.0994851344251272
1,22,43,19,756,00756.csv,0.9748020024020031,0.05871634010699156,0.0994851344251272
-1,22,43,20,757,00757.csv,0.9716979337825887,0.05871634010699156,0.0994851344251272
1,22,43,21,758,00758.csv,0.9716979337825887,0.05871634010699156,0.0994851344251272
-1,22,43,22,759,00759.csv,0.9690222539558189,0.05871634010699156,0.0994851344251272
0,24,43,23,760,00760.csv,0.9690222539558189,0.05809429960466501,0.09601749270167131
1,22,43,24,761,00761.csv,0.9690222539558189,0.05809429960466501,0.09601749270167131
0,24,43,25,762,00762.csv,0.9690222539558189,0.0590259641541622,0.09845342884108656
-1,22,43,26,763,00763.csv,0.9682123216965078,0.0590259641541622,0.09845342884108656
1,22,43,27,764,00764.csv,0.9682123216965078,0.0590259641541622,0.09845342884108656
-1,22,43,28,765,00765.csv,0.9654176223692161,0.0590259641541622,0.09845342884108656
1,22,43,29,766,00766.csv,0.9654176223692161,0.0590259641541622,0.09845342884108656
-1,22,43,30,767,00767.csv,0.9624015668560648,0.0590259641541622,0.09845342884108656
1,22,43,31,768,00768.csv,0.9624015668560648,0.0590259641541622,0.09845342884108656
-1,22,43,32,769,00769.csv,0.9607535544882224,0.0590259641541622,0.09845342884108656
1,22,43,33,770,00770.csv,0.9607535544882224,0.0590259641541622,0.09845342884108656
-1,22,43,34,771,00771.csv,0.9577477989151225,0.0590259641541622,0.09845342884108656
0,24,43,35,772,00772.csv,0.9577477989151225,0.05915561079720233,0.09533854569714575
1,22,43,36,773,00773.csv,0.9577477989151225,0.05915561079720233,0.09533854569714575
0,24,43,37,774,00774.csv,0.9577477989151225,0.060874686496633676,0.10047773675328035
-1,22,43,38,775,00775.csv,0.9568001512872237,0.060874686496633676,0.10047773675328035
1,22,43,39,776,00776.csv,0.9568001512872237,0.060874686496633676,0.10047773675328035
-1,22,43,40,777,00777.csv,0.9536382457686102,0.060874686496633676,0.10047773675328035
1,22,43,41,778,00778.csv,0.9536382457686102,0.060874686496633676,0.10047773675328035
-1,22,43,42,779,00779.csv,0.9508133317223264,0.060874686496633676,0.10047773675328035
1,22,43,43,780,00780.csv,0.9508133317223264,0.060874686496633676,0.10047773675328035
-1,22,43,44,781,00781.csv,0.9478127307963842,0.060874686496633676,0.10047773675328035
1,22,43,45,782,00782.csv,0.9478127307963842,0.060874686496633676,0.10047773675328035
-1,22,43,46,783,00783.csv,0.9460689616432634,0.060874686496633676,0.10047773675328035
0,24,43,47,784,00784.csv,0.9460689616432634,0.05829551101859914,0.09803051188947479
1,22,43,48,785,00785.csv,0.9460689616432634,0.05829551101859914,0.09803051188947479
0,24,43,49,786,00786.csv,0.9460689616432634,0.057763171981001525,0.09819927768731426
-1,22,43,50,787,00787.csv,0.9535930295894829,0.057763171981001525,0.09819927768731426
0,24,43,51,788,00788.csv,0.9535930295894829,0.058198224003469926,0.09498052111132946
1,22,43,52,789,00789.csv,0.9535930295894829,0.058198224003469926,0.09498052111132946
0,24,43,53,790,00790.csv,0.9535930295894829,0.0565786708213502,0.09417494314180214
-1,22,43,54,791,00791.csv,0.9515835688031732,0.0565786708213502,0.09417494314180214
1,22,43,55,792,00792.csv,0.9515835688031732,0.0565786708213502,0.09417494314180214
-1,22,43,56,793,00793.csv,0.9480976150772366,0.0565786708213502,0.09417494314180214
1,22,43,57,794,00794.csv,0.9480976150772366,0.0565786708213502,0.09417494314180214
-1,22,43,58,795,00795.csv,0.9440744951682063,0.0565786708213502,0.09417494314180214
1,22,43,59,796,00796.csv,0.9440744951682063,0.0565786708213502,0.09417494314180214
-1,22,43,60,797,00797.csv,0.9416999045285834,0.0565786708213502,0.09417494314180214
1,22,43,61,798,00798.csv,0.9416999045285834,0.0565786708213502,0.09417494314180214
-1,22,43,62,799,00799.csv,0.939345718551267,0.0565786708213502,0.09417494314180214
0,24,43,63,800,00800.csv,0.939345718551267,0.057662656259023205,0.09208795899748085
1,22,43,64,801,00801.csv,0.939345718551267,0.057662656259023205,0.09208795899748085
0,24,43,65,802,00802.csv,0.939345718551267,0.06085664393956686,0.09748033981633857
-1,22,43,66,803,00803.csv,0.9375491339089417,0.06085664393956686,0.09748033981633857
1,22,43,67,804,00804.csv,0.9375491339089417,0.06085664393956686,0.09748033981633857
-1,22,43,68,805,00805.csv,0.9359083422853793,0.06085664393956686,0.09748033981633857
1,22,43,69,806,00806.csv,0.9359083422853793,0.06085664393956686,0.09748033981633857
-1,22,43,70,807,00807.csv,0.9331254508593028,0.06085664393956686,0.09748033981633857
1,22,43,71,808,00808.csv,0.9331254508593028,0.06085664393956686,0.09748033981633857
-1,22,43,72,809,00809.csv,0.9331723404074834,0.06085664393956686,0.09748033981633857
1,22,43,73,810,00810.csv,0.9331723404074834,0.06085664393956686,0.09748033981633857
-1,22,43,74,811,00811.csv,0.9285890546304861,0.06085664393956686,0.09748033981633857
0,24,43,75,812,00812.csv,0.9285890546304861,0.0579841351621058,0.09115112117622454
1,22,43,76,813,00813.csv,0.9285890546304861,0.0579841351621058,0.09115112117622454
0,24,43,77,814,00814.csv,0.9285890546304861,0.05949506570187367,0.09865405947531569
-1,22,43,78,815,00815.csv,0.9261512835270904,0.05949506570187367,0.09865405947531569
1,22,43,79,816,00816.csv,0.9261512835270904,0.05949506570187367,0.09865405947531569
-1,22,43,80,817,00817.csv,0.924129623674434,0.05949506570187367,0.09865405947531569
1,22,43,81,818,00818.csv,0.924129623674434,0.05949506570187367,0.09865405947531569
-1,22,43,82,819,00819.csv,0.9212264083900268,0.05949506570187367,0.09865405947531569
1,22,43,83,820,00820.csv,0.9212264083900268,0.05949506570187367,0.09865405947531569
-1,22,43,84,821,00821.csv,0.9162565257700916,0.05949506570187367,0.09865405947531569
1,22,43,85,822,00822.csv,0.9162565257700916,0.05949506570187367,0.09865405947531569
-1,22,43,86,823,00823.csv,0.9132503654883508,0.05949506570187367,0.09865405947531569
0,24,43,87,824,00824.csv,0.9132503654883508,0.060493064300042566,0.0951301143036808
1,22,43,88,825,00825.csv,0.9132503654883508,0.060493064300042566,0.0951301143036808
0,24,43,89,826,00826.csv,0.9132503654883508,0.05921750294203286,0.09912139289569465
-1,22,43,90,827,00827.csv,0.913336367214543,0.05921750294203286,0.09912139289569465
1,22,43,91,828,00828.csv,0.913336367214543,0.05921750294203286,0.09912139289569465
-1,22,43,92,829,00829.csv,0.9132470653692994,0.05921750294203286,0.09912139289569465
1,22,43,93,830,00830.csv,0.9132470653692994,0.05921750294203286,0.09912139289569465
-1,22,43,94,831,00831.csv,0.9103941894573635,0.05921750294203286,0.09912139289569465
1,22,43,95,832,00832.csv,0.9103941894573635,0.05921750294203286,0.09912139289569465
-1,22,43,96,833,00833.csv,0.9071321708375639,0.05921750294203286,0.09912139289569465
1,22,43,97,834,00834.csv,0.9071321708375639,0.05921750294203286,0.09912139289569465
-1,22,43,98,835,00835.csv,0.9040051127740891,0.05921750294203286,0.09912139289569465
0,24,43,99,836,00836.csv,0.9040051127740891,0.062136812753058,0.0953636416734114
1,22,43,100,837,00837.csv,0.9040051127740891,0.062136812753058,0.0953636416734114
0,24,43,101,838,00838.csv,0.9040051127740891,0.06150738080503348,0.10170108321324332
-1,4,43,102,839,00839.csv,0.05546724282299592,0.06150738080503348,0.10170108321324332
0,24,43,103,840,00840.csv,0.05546724282299592,0.06741575412655958,0.18801276437741687
1,4,43,104,841,00841.csv,0.05546724282299592,0.06741575412655958,0.18801276437741687
0,24,43,105,842,00842.csv,0.05546724282299592,0.06585555401839488,0.19517581868823516
-1,4,43,106,843,00843.csv,0.05558004494435627,0.06585555401839488,0.19517581868823516
1,4,43,107,844,00844.csv,0.05558004494435627,0.06585555401839488,0.19517581868823516
-1,4,43,108,845,00845.csv,0.05571249238858466,0.06585555401839488,0.19517581868823516
1,4,43,109,846,00846.csv,0.05571249238858466,0.06585555401839488,0.19517581868823516
-1,4,43,110,847,00847.csv,0.0558528142209676,0.06585555401839488,0.19517581868823516
1,4,43,111,848,00848.csv,0.0558528142209676,0.06585555401839488,0.19517581868823516
-1,4,43,112,849,00849.csv,0.0649733838309683,0.06585555401839488,0.19517581868823516
1,4,43,113,850,00850.csv,0.0649733838309683,0.06585555401839488,0.19517581868823516
0,24,43,114,851,00851.csv,0.0649733838309683,0.07028037429732947,0.19326287435145914
-1,4,43,115,852,00852.csv,0.06498949993354602,0.07028037429732947,0.19326287435145914
1,4,43,116,853,00853.csv,0.06498949993354602,0.07028037429732947,0.19326287435145914
-1,4,43,117,854,00854.csv,0.06515084498864833,0.07028037429732947,0.19326287435145914
1,4,43,118,855,00855.csv,0.06515084498864833,0.07028037429732947,0.19326287435145914
-1,4,43,119,856,00856.csv,0.06563827292270734,0.07028037429732947,0.19326287435145914
1,4,43,120,857,00857.csv,0.06563827292270734,0.07028037429732947,0.19326287435145914
-1,4,43,121,858,00858.csv,0.06578404134774003,0.07028037429732947,0.19326287435145914
1,4,43,122,859,00859.csv,0.06578404134774003,0.07028037429732947,0.19326287435145914
-1,4,43,123,860,00860.csv,0.06604998281509558,0.07028037429732947,0.19326287435145914
0,24,43,124,861,00861.csv,0.06604998281509558,0.06699235016521396,0.1811348585260833
1,4,43,125,862,00862.csv,0.06604998281509558,0.06699235016521396,0.1811348585260833
0,24,43,126,863,00863.csv,0.06604998281509558,0.06497218608735314,0.1890442187360064
-1,4,43,127,864,00864.csv,0.06620556468982418,0.06497218608735314,0.1890442187360064
1,4,43,128,865,00865.csv,0.06620556468982418,0.06497218608735314,0.1890442187360064
-1,4,43,129,866,00866.csv,0.06626854173971047,0.06497218608735314,0.1890442187360064
1,4,43,130,867,00867.csv,0.06626854173971047,0.06497218608735314,0.1890442187360064
-1,4,43,131,868,00868.csv,0.06660578071720441,0.06497218608735314,0.1890442187360064
1,4,43,132,869,00869.csv,0.06660578071720441,0.06497218608735314,0.1890442187360064
-1,4,43,133,870,00870.csv,0.055003572640186536,0.06497218608735314,0.1890442187360064
1,4,43,134,871,00871.csv,0.055003572640186536,0.06497218608735314,0.1890442187360064
-1,4,43,135,872,00872.csv,0.06689530265923568,0.06497218608735314,0.1890442187360064
0,24,43,136,873,00873.csv,0.06689530265923568,0.06693905190862068,0.1737193681864096
1,4,43,137,874,00874.csv,0.06689530265923568,0.06693905190862068,0.1737193681864096
0,24,43,138,875,00875.csv,0.06689530265923568,0.0685088682231129,0.17493771737088856
-1,4,43,139,876,00876.csv,0.057440344634972565,0.0685088682231129,0.17493771737088856
1,4,43,140,877,00877.csv,0.057440344634972565,0.0685088682231129,0.17493771737088856
-1,4,43,141,878,00878.csv,0.06724847169123212,0.0685088682231129,0.17493771737088856
1,4,43,142,879,00879.csv,0.06724847169123212,0.0685088682231129,0.17493771737088856
-1,4,43,143,880,00880.csv,0.06782590368566344,0.0685088682231129,0.17493771737088856
1,4,43,144,881,00881.csv,0.06782590368566344,0.0685088682231129,0.17493771737088856
-1,4,43,145,882,00882.csv,0.06792168101662435,0.0685088682231129,0.17493771737088856
1,4,43,146,883,00883.csv,0.06792168101662435,0.0685088682231129,0.17493771737088856
-1,4,43,147,884,00884.csv,0.056260895328976296,0.0685088682231129,0.17493771737088856
0,24,43,148,885,00885.csv,0.056260895328976296,0.06370116729750647,0.18677215799757563
1,4,43,149,886,00886.csv,0.056260895328976296,0.06370116729750647,0.18677215799757563
0,24,43,150,887,00887.csv,0.056260895328976296,0.07530256989985684,0.1971024803764498
-1,4,43,151,888,00888.csv,0.06818765389299913,0.07530256989985684,0.1971024803764498
1,4,43,152,889,00889.csv,0.06818765389299913,0.07530256989985684,0.1971024803764498
-1,4,43,153,890,00890.csv,0.05637032413172172,0.07530256989985684,0.1971024803764498
1,4,43,154,891,00891.csv,0.05637032413172172,0.07530256989985684,0.1971024803764498
-1,4,43,155,892,00892.csv,0.06886601694472819,0.07530256989985684,0.1971024803764498
1,4,43,156,893,00893.csv,0.06886601694472819,0.07530256989985684,0.1971024803764498
-1,4,43,157,894,00894.csv,0.0690273054322963,0.07530256989985684,0.1971024803764498
1,4,43,158,895,00895.csv,0.0690273054322963,0.07530256989985684,0.1971024803764498
-1,4,43,159,896,00896.csv,0.06917665215220066,0.07530256989985684,0.1971024803764498
0,24,43,160,897,00897.csv,0.06917665215220066,0.07461150232624195,0.18623570986244442
1,4,43,161,898,00898.csv,0.06917665215220066,0.07461150232624195,0.18623570986244442
0,24,43,162,899,00899.csv,0.06917665215220066,0.07530527626876844,0.1940075654229278
-1,4,43,163,900,00900.csv,0.06945699642284722,0.07530527626876844,0.1940075654229278
0,24,43,164,901,00901.csv,0.06945699642284722,0.0753569857601868,0.18675188520419075
1,4,43,165,902,00902.csv,0.06945699642284722,0.0753569857601868,0.18675188520419075
0,24,43,166,903,00903.csv,0.06945699642284722,0.0776208269290796,0.18092667634826445
-1,4,43,167,904,00904.csv,0.05717405910051644,0.0776208269290796,0.18092667634826445
1,4,43,168,905,00905.csv,0.05717405910051644,0.0776208269290796,0.18092667634826445
-1,4,43,169,906,00906.csv,0.06965528452395445,0.0776208269290796,0.18092667634826445
1,4,43,170,907,00907.csv,0.06965528452395445,0.0776208269290796,0.18092667634826445
-1,4,43,171,908,00908.csv,0.0698229934845202,0.0776208269290796,0.18092667634826445
1,4,43,172,909,00909.csv,0.0698229934845202,0.0776208269290796,0.18092667634826445
-1,4,43,173,910,00910.csv,0.05768544196586795,0.0776208269290796,0.18092667634826445
1,4,43,174,911,00911.csv,0.05768544196586795,0.0776208269290796,0.18092667634826445
-1,4,43,175,912,00912.csv,0.070407096864495,0.0776208269290796,0.18092667634826445
0,24,43,176,913,00913.csv,0.070407096864495,0.0736750612609684,0.18571426434506524
1,4,43,177,914,00914.csv,0.070407096864495,0.0736750612609684,0.18571426434506524
0,24,43,178,915,00915.csv,0.070407096864495,0.07429207841726551,0.1918257212737409
-1,4,43,179,916,00916.csv,0.07052293253106545,0.07429207841726551,0.1918257212737409
1,4,43,180,917,00917.csv,0.07052293253106545,0.07429207841726551,0.1918257212737409
-1,4,43,181,918,00918.csv,0.0706173897714965,0.07429207841726551,0.1918257212737409
1,4,43,182,919,00919.csv,0.0706173897714965,0.07429207841726551,0.1918257212737409
-1,4,43,183,920,00920.csv,0.07090040040049028,0.07429207841726551,0.1918257212737409
1,4,43,184,921,00921.csv,0.07090040040049028,0.07429207841726551,0.1918257212737409
-1,4,43,185,922,00922.csv,0.05836982370948594,0.07429207841726551,0.1918257212737409
1,4,43,186,923,00923.csv,0.05836982370948594,0.07429207841726551,0.1918257212737409
-1,4,43,187,924,00924.csv,0.07123321014608061,0.07429207841726551,0.1918257212737409
0,24,43,188,925,00925.csv,0.07123321014608061,0.07221851637649225,0.19080567115532265
1,4,43,189,926,00926.csv,0.07123321014608061,0.07221851637649225,0.19080567115532265
0,24,43,190,927,00927.csv,0.07123321014608061,0.07458457659315618,0.19222735644781755
-1,4,43,191,928,00928.csv,0.05873598327968122,0.07458457659315618,0.19222735644781755
1,4,43,192,929,00929.csv,0.05873598327968122,0.07458457659315618,0.19222735644781755
-1,4,43,193,930,00930.csv,0.0588385668165333,0.07458457659315618,0.19222735644781755
1,4,43,194,931,00931.csv,0.0588385668165333,0.07458457659315618,0.19222735644781755
-1,4,43,195,932,00932.csv,0.05896148363662432,0.07458457659315618,0.19222735644781755
1,4,43,196,933,00933.csv,0.05896148363662432,0.07458457659315618,0.19222735644781755
-1,4,43,197,934,00934.csv,0.05920858958161532,0.07458457659315618,0.19222735644781755
1,4,43,198,935,00935.csv,0.05920858958161532,0.07458457659315618,0.19222735644781755
-1,4,43,199,936,00936.csv,0.05933481084765678,0.07458457659315618,0.19222735644781755
0,24,43,200,937,00937.csv,0.05933481084765678,0.07663759269543911,0.19793476188770656
1,4,43,201,938,00938.csv,0.05933481084765678,0.07663759269543911,0.19793476188770656
0,24,43,202,939,00939.csv,0.05933481084765678,0.07395535626325553,0.18730186667726503
-1,4,43,203,940,00940.csv,0.0594863215960204,0.07395535626325553,0.18730186667726503
1,4,43,204,941,00941.csv,0.0594863215960204,0.07395535626325553,0.18730186667726503
-1,4,43,205,942,00942.csv,0.059497672372598606,0.07395535626325553,0.18730186667726503
1,4,43,206,943,00943.csv,0.059497672372598606,0.07395535626325553,0.18730186667726503
-1,4,43,207,944,00944.csv,0.059354791522243225,0.07395535626325553,0.18730186667726503
1,4,43,208,945,00945.csv,0.059354791522243225,0.07395535626325553,0.18730186667726503
-1,4,43,209,946,00946.csv,0.05959386695187411,0.07395535626325553,0.18730186667726503
1,4,43,210,947,00947.csv,0.05959386695187411,0.07395535626325553,0.18730186667726503
-1,4,43,211,948,00948.csv,0.05992584376031016,0.07395535626325553,0.18730186667726503
0,24,43,212,949,00949.csv,0.05992584376031016,0.0716853076550775,0.18962169637933524
1,4,43,213,950,00950.csv,0.05992584376031016,0.0716853076550775,0.18962169637933524
0,24,43,214,951,00951.csv,0.05992584376031016,0.07308185013432615,0.18441292354414413
-1,4,43,215,952,00952.csv,0.9262743499561956,0.07308185013432615,0.18441292354414413
0,24,43,216,953,00953.csv,0.9262743499561956,0.07841648011955912,0.20485058063385733
1,4,43,217,954,00954.csv,0.9262743499561956,0.07841648011955912,0.20485058063385733
0,24,43,218,955,00955.csv,0.9262743499561956,0.07507580349860592,0.18060957044602136
-1,4,43,219,956,00956.csv,0.9371002290875539,0.07507580349860592,0.18060957044602136
1,4,43,220,957,00957.csv,0.9371002290875539,0.07507580349860592,0.18060957044602136
-1,4,43,221,958,00958.csv,0.9332561076536225,0.07507580349860592,0.18060957044602136
1,4,43,222,959,00959.csv,0.9332561076536225,0.07507580349860592,0.18060957044602136
-1,4,43,223,960,00960.csv,0.9294806741196214,0.07507580349860592,0.18060957044602136
1,4,43,224,961,00961.csv,0.9294806741196214,0.07507580349860592,0.18060957044602136
-1,4,43,225,962,00962.csv,0.9223810262907196,0.07507580349860592,0.18060957044602136
1,4,43,226,963,00963.csv,0.9223810262907196,0.07507580349860592,0.18060957044602136
-1,4,43,227,964,00964.csv,0.9192858325586643,0.07507580349860592,0.18060957044602136
0,24,43,228,965,00965.csv,0.9192858325586643,0.07843827385442906,0.2062740441632465
1,4,43,229,966,00966.csv,0.9192858325586643,0.07843827385442906,0.2062740441632465
0,24,43,230,967,00967.csv,0.9192858325586643,0.07294379673053543,0.1772350239935993
-1,4,43,231,968,00968.csv,0.9121336595557319,0.07294379673053543,0.1772350239935993
1,4,43,232,969,00969.csv,0.9121336595557319,0.07294379673053543,0.1772350239935993
-1,4,43,233,970,00970.csv,0.9074832133864671,0.07294379673053543,0.1772350239935993
1,4,43,234,971,00971.csv,0.9074832133864671,0.07294379673053543,0.1772350239935993
-1,4,43,235,972,00972.csv,0.904219581624063,0.07294379673053543,0.1772350239935993
1,4,43,236,973,00973.csv,0.904219581624063,0.07294379673053543,0.1772350239935993
